author_id,validation_level,rank_level
U11978,md_validated,level_1
U11979,md_validated,level_3
U11980,md_validated,level_3
U11981,md_validated,level_1
U11982,md_validated,level_1
U11983,md_validated,level_1
U11984,md_validated,level_1
U11985,md_validated,level_3
U11986,md_validated,level_1
U11987,md_validated,level_1
U11988,md_validated,level_1
U11989,md_validated,level_3
U11990,md_validated,level_3
U11991,md_validated,level_3
U11992,md_validated,level_1
U11993,md_validated,level_1
U11994,md_validated,level_1
U11995,md_validated,level_2
U11996,md_validated,level_1
U11997,md_validated,level_3
U11998,md_validated,level_1
U11999,md_validated,level_3
U12000,md_validated,level_3
U12001,md_validated,level_1
U12002,md_validated,level_1
U12003,md_validated,level_1
U12004,md_validated,level_1
U12005,md_validated,level_2
U12006,md_validated,level_1
U12007,md_validated,level_1
U12008,md_validated,level_1
U12009,md_validated,level_2
U12010,md_validated,level_1
U12011,md_validated,level_3
U12012,md_validated,level_3
U12013,md_validated,level_1
U12014,md_validated,level_2
U12015,md1_validated,level_1
U12016,md_validated,level_3
U12017,md_validated,level_2
U12018,md_validated,level_1
U12019,md_validated,level_1
U12020,md_validated,level_3
U12021,md_validated,level_1
U12022,md_validated,level_4
U12023,md_validated,level_3
U12024,md2_validated,level_4
U12025,md_validated,level_1
U12026,md_validated,level_3
U12027,md_validated,level_1
U12028,md_validated,level_1
U12029,md_validated,level_1
U12030,md_validated,level_1
U12031,md_validated,level_1
U12032,md_validated,level_1
U12033,md_validated,level_1
U12034,md_validated,level_1
U12035,md_validated,level_4
U12036,md_validated,level_1
U12037,md_validated,level_1
U12038,md_validated,level_2
U12039,md_validated,level_1
U12040,md_validated,level_1
U12041,md_validated,level_1
U12042,md_validated,level_1
U12043,md_validated,level_3
U12044,md_validated,level_1
U12045,md_validated,level_1
U12046,md_validated,level_1
U12047,md_validated,level_1
U12048,md_validated,level_1
U12049,md_validated,level_1
U12050,md_validated,level_1
U12051,md_validated,level_1
U12052,md_validated,level_3
U12053,md_validated,level_1
U12054,md_validated,level_1
U12055,md_validated,level_1
U12056,md_validated,level_1
U12057,md_validated,level_1
U12058,md_validated,level_1
U12059,md_validated,level_1
U12060,md_validated,level_2
U12061,md_validated,level_3
U12062,md_validated,level_2
U12063,md_validated,level_2
U12064,md_validated,level_3
U12065,md_validated,level_1
U12066,md_validated,level_4
U12067,,level_0
U12068,,level_0
U12069,,level_0
U12070,,level_0
U12071,,level_0
U12072,,level_0
U12073,,level_1
U12074,,level_0
U12075,,level_0
U12076,,level_0
U12077,,level_0
U12078,,level_1
U12079,,level_0
U12080,,level_0
U12081,,level_0
U12082,,level_0
U12083,,level_0
U12084,,level_0
U12085,md_validated,level_1
U12086,,level_0
U12087,,level_0
U12088,,level_0
U12089,,level_0
U12090,,level_0
U12091,,level_0
U12092,,level_0
U12093,,level_0
U12094,,level_0
U12095,,level_1
U12096,realid_validated,level_0
U12097,realid_validated,level_0
U12098,,level_0
U12099,md_validated,level_1
U12100,,level_0
U12101,,level_0
U12102,,level_0
U12103,md_validated,level_3
U12104,md1_validated,level_1
U12105,md_validated,level_1
U12106,md_validated,level_2
U12107,md_validated,level_1
U12108,md_validated,level_2
U12109,md_validated,level_3
U12110,md_validated,level_1
U12111,md_validated,level_1
U12112,,level_0
U12113,md_validated,level_0
U12114,md_validated,level_3
U12115,,level_0
U12116,,level_1
U12117,md_validated,level_3
U12118,md_validated,level_4
U12119,,level_0
U12120,,level_0
U12121,,level_0
U12122,,level_0
U12123,,level_0
U12124,,level_0
U12125,,level_0
U12126,,level_0
U12127,,level_0
U12128,md_validated,level_1
U12129,md_validated,level_2
U12130,,level_0
U12131,md_validated,level_1
U12132,md_validated,level_1
U12133,,level_0
U12134,md_validated,level_1
U12135,realid_validated,level_0
U12136,,level_0
U12137,,level_0
U12138,md_validated,level_3
U12139,md_validated,level_3
U12140,md_validated,level_3
U12141,md_validated,level_1
U12142,,level_0
U12143,,level_0
U12144,,level_0
U12145,,level_0
U12146,,level_1
U12147,,level_0
U12148,,level_0
U12149,,level_0
U12150,,level_0
U12151,,level_0
U12152,,level_0
U12153,,level_1
U12154,md_validated,level_1
U12155,,level_0
U12156,md_validated,level_1
U12157,,level_0
U12158,,level_0
U12159,md_validated,level_1
U12160,,level_0
U12161,,level_0
U12162,md_validated,level_1
U12163,,level_0
U12164,realid_validated,level_0
U12165,,level_0
U12166,,level_0
U12167,,level_0
U12168,,level_0
U12169,,level_0
U12170,,level_0
U12171,,level_1
U12172,,level_0
U12173,md_validated,level_1
U12174,,level_0
U12175,,level_0
U12176,,level_0
U12177,md_validated,level_1
U12178,,level_0
U12179,,level_0
U12180,,level_0
U12181,realid_validated,level_2
U12182,,level_0
U12183,,level_0
U12184,,level_0
U12185,,level_0
U12186,,level_0
U12187,,level_0
U12188,,level_3
U12189,,level_0
U12190,,level_0
U12191,,level_0
U12192,realid_validated,level_0
U12193,,level_0
U12194,,level_0
U12195,,level_0
U12196,md_validated,level_1
U12197,md_validated,level_1
U12198,,level_2
U12199,,level_0
U12200,,level_0
U12201,md_validated,level_1
U12202,,level_0
U12203,realid_validated,level_0
U12204,,level_0
U12205,,level_0
U12206,md_validated,level_1
U12207,,level_0
U12208,,level_0
U12209,,level_0
U12210,,level_0
U12211,,level_0
U12212,,level_2
U12213,md_validated,level_1
U12214,,level_0
U12215,,level_0
U12216,,level_0
U12217,,level_0
U12218,,level_0
U12219,,level_0
U12220,,level_1
U12221,md2_validated,level_1
U12222,,level_0
U12223,,level_0
U12224,,level_0
U12225,,level_0
U12226,,level_0
U12227,,level_0
U12228,md_validated,level_1
U12229,md1_validated,level_3
U12230,,level_0
U12231,md_validated,level_1
U12232,,level_0
U12233,,level_0
U12234,md_validated,level_3
U12235,,level_0
U12236,,level_0
U12237,,level_0
U12238,,level_0
U12239,,level_0
U12240,,level_0
U12241,,level_0
U12242,,level_0
U12243,,level_1
U12244,,level_0
U12245,md_validated,level_3
U12246,md_validated,level_1
U12247,realid_validated,level_0
U12248,,level_0
U12249,,level_0
U12250,,level_0
U12251,,level_4
U12252,,level_0
U12253,,level_0
U12254,md1_validated,level_4
U12255,,level_1
U12256,,level_1
U12257,,level_0
U12258,,level_1
U12259,md_validated,level_1
U12260,,level_0
U12261,,level_1
U12262,md_validated,level_1
U12263,,level_2
U12264,,level_0
U12265,,level_0
U12266,,level_0
U12267,,level_0
U12268,,level_0
U12269,,level_0
U12270,,level_0
U12271,,level_0
U12272,md1_validated,level_1
U12273,,level_0
U12274,realid_validated,level_1
U12275,,level_0
U12276,,level_0
U12277,,level_0
U12278,,level_0
U12279,,level_0
U12280,,level_0
U12281,,level_0
U12282,,level_0
U12283,,level_0
U12284,,level_0
U12285,,level_0
U12286,,level_0
U12287,md_validated,level_0
U12288,,level_0
U12289,,level_0
U12290,,level_0
U12291,realid_validated,level_0
U12292,,level_0
U12293,realid_validated,level_1
U12294,md2_validated,level_1
U12295,,level_0
U12296,,level_0
U12297,,level_0
U12298,,level_0
U12299,realid_validated,level_0
U12300,,level_0
U12301,md_validated,level_1
U12302,,level_0
U12303,md2_validated,level_1
U12304,,level_1
U12305,,level_0
U12306,,level_0
U12307,md_validated,level_1
U12308,md_validated,level_3
U12309,md1_validated,level_1
U12310,,level_0
U12311,,level_0
U12312,,level_0
U12313,,level_0
U12314,,level_0
U12315,,level_1
U12316,,level_0
U12317,realid_validated,level_0
U12318,,level_1
U12319,,level_0
U12320,md_validated,level_1
U12321,,level_0
U12322,md_validated,level_1
U12323,,level_3
U12324,md1_validated,level_2
U12325,,level_0
U12326,,level_0
U12327,,level_0
U12328,,level_0
U12329,,level_0
U12330,,level_0
U12331,,level_0
U12332,,level_0
U12333,,level_0
U12334,,level_0
U12335,,level_0
U12336,realid_validated,level_0
U12337,,level_0
U12338,,level_0
U12339,,level_2
U12340,,level_0
U12341,,level_0
U12342,,level_0
U12343,,level_0
U12344,,level_3
U12345,,level_0
U12346,,level_0
U12347,,level_0
U12348,,level_0
U12349,,level_0
U12350,md1_validated,level_0
U12351,,level_0
U12352,,level_0
U12353,,level_0
U12354,,level_1
U12355,,level_0
U12356,md_validated,level_1
U12357,,level_0
U12358,,level_0
U12359,,level_1
U12360,,level_0
U12361,,level_0
U12362,,level_1
U12363,,level_0
U12364,md_validated,level_1
U12365,,level_0
U12366,md_validated,level_1
U12367,,level_0
U12368,,level_0
U12369,,level_1
U12370,md1_validated,level_1
U12371,,level_0
U12372,,level_0
U12373,,level_0
U12374,,level_1
U12375,,level_0
U12376,,level_1
U12377,,level_0
U12378,,level_0
U12379,,level_0
U12380,,level_0
U12381,,level_4
U12382,,level_0
U12383,,level_0
U12384,md1_validated,level_2
U12385,,level_0
U12386,,level_2
U12387,,level_0
U12388,,level_0
U12389,,level_0
U12390,,level_0
U12391,,level_0
U12392,,level_0
U12393,,level_0
U12394,md_validated,level_1
U12395,md_validated,level_3
U12396,,level_0
U12397,,level_0
U12398,,level_0
U12399,,level_3
U12400,md_validated,level_1
U12401,md_validated,level_1
U12402,md_validated,level_2
U12403,md_validated,level_1
U12404,md_validated,level_3
U12405,md2_validated,level_1
U12406,md_validated,level_1
U12407,md_validated,level_1
U12408,md_validated,level_1
U12409,md_validated,level_1
U12410,md_validated,level_3
U12411,md_validated,level_3
U12412,md_validated,level_1
U12413,md_validated,level_1
U12414,md_validated,level_1
U12415,md_validated,level_1
U12416,md_validated,level_1
U12417,md_validated,level_1
U12418,md_validated,level_1
U12419,md_validated,level_1
U12420,md_validated,level_1
U12421,md_validated,level_1
U12422,md_validated,level_4
U12423,md_validated,level_1
U12424,md_validated,level_1
U12425,md_validated,level_1
U12426,md_validated,level_2
U12427,md_validated,level_1
U12428,md_validated,level_2
U12429,md_validated,level_1
U12430,md_validated,level_3
U12431,md1_validated,level_1
U12432,md_validated,level_4
U12433,md_validated,level_2
U12434,md_validated,level_1
U12435,md_validated,level_1
U12436,md_validated,level_3
U12437,md_validated,level_1
U12438,md_validated,level_1
U12439,md_validated,level_2
U12440,md_validated,level_1
U12441,md_validated,level_2
U12442,md_validated,level_1
U12443,md_validated,level_3
U12444,md_validated,level_3
U12445,md_validated,level_1
U12446,md_validated,level_1
U12447,md_validated,level_3
U12448,md_validated,level_1
U12449,md_validated,level_1
U12450,md_validated,level_1
U12451,md_validated,level_1
U12452,md_validated,level_3
U12453,md_validated,level_1
U12454,md_validated,level_4
U12455,md_validated,level_1
U12456,md_validated,level_1
U12457,md_validated,level_1
U12458,md_validated,level_1
U12459,md_validated,level_1
U12460,md_validated,level_1
U12461,md_validated,level_1
U12462,md_validated,level_3
U12463,md_validated,level_2
U12464,md_validated,level_1
U12465,md_validated,level_3
U12466,md_validated,level_1
U12467,md_validated,level_1
U12468,md_validated,level_1
U12469,md_validated,level_1
U12470,md_validated,level_1
U12471,md_validated,level_1
U12472,md_validated,level_3
U12473,md_validated,level_1
U12474,md_validated,level_3
U12475,md_validated,level_1
U12476,md_validated,level_1
U12477,md_validated,level_1
U12478,md_validated,level_1
U12479,md_validated,level_3
U12480,md_validated,level_3
U12481,md_validated,level_1
U12482,md_validated,level_3
U12483,md_validated,level_3
U12484,md_validated,level_3
U12485,md_validated,level_1
U12486,md_validated,level_1
U12487,md_validated,level_1
U12488,md_validated,level_3
U12489,md_validated,level_1
U12490,md_validated,level_3
U12491,md_validated,level_3
U12492,md_validated,level_3
U12493,md_validated,level_1
U12494,md_validated,level_4
U12495,md_validated,level_1
U12496,md_validated,level_1
U12497,md_validated,unk
U12498,md_validated,level_3
U12499,md_validated,level_1
U12500,md_validated,level_2
U12501,md_validated,level_4
U12502,md_validated,level_1
U12503,md_validated,level_1
U12504,md_validated,level_1
U12505,md_validated,level_4
U12506,md_validated,level_2
U12507,md_validated,level_2
U12508,md_validated,level_3
U12509,md_validated,level_1
U12510,md_validated,level_1
U12511,md_validated,level_3
U12512,md_validated,level_1
U12513,md_validated,level_3
U12514,md_validated,level_1
U12515,md_validated,level_1
U12516,md_validated,level_3
U12517,md_validated,level_3
U12518,md_validated,level_1
U12519,md_validated,level_3
U12520,md_validated,level_1
U12521,md_validated,level_1
U12522,,level_0
U12523,,level_0
U12524,,level_0
U12525,,level_0
U12526,realid_validated,level_0
U12527,md_validated,level_1
U12528,,level_0
U12529,,level_0
U12530,,level_0
U12531,md_validated,level_1
U12532,,level_0
U12533,,level_0
U12534,,level_0
U12535,,level_0
U12536,,level_0
U12537,,level_0
U12538,,level_0
U12539,,level_0
U12540,,level_1
U12541,md1_validated,level_0
U12542,md_validated,level_1
U12543,,level_0
U12544,md_validated,level_3
U12545,,level_0
U12546,,level_0
U12547,,level_0
U12548,,level_0
U12549,,level_0
U12550,,level_1
U12551,realid_validated,level_0
U12552,,level_0
U12553,,level_0
U12554,,level_0
U12555,md1_validated,level_3
U12556,,level_0
U12557,md_validated,level_3
U12558,,level_0
U12559,,level_3
U12560,,level_0
U12561,,level_0
U12562,md2_validated,level_1
U12563,,level_0
U12564,,level_0
U12565,,level_0
U12566,,level_0
U12567,,level_0
U12568,md_validated,level_1
U12569,,level_0
U12570,,level_0
U12571,,level_0
U12572,,level_0
U12573,,level_0
U12574,,level_0
U12575,,level_0
U12576,,level_0
U12577,,level_0
U12578,,level_0
U12579,,level_0
U12580,,level_0
U12581,,level_0
U12582,,level_0
U12583,,level_0
U12584,,level_0
U12585,md_validated,level_3
U12586,,level_0
U12587,,level_0
U12588,,level_0
U12589,,level_0
U12590,,level_0
U12591,,level_0
U12592,,level_0
U12593,,level_0
U12594,,level_0
U12595,,level_0
U12596,md1_validated,unk
U12597,,level_0
U12598,realid_validated,level_2
U12599,,level_0
U12600,realid_validated,level_1
U12601,,level_0
U12602,,level_0
U12603,,level_0
U12604,,level_1
U12605,,level_0
U12606,,level_0
U12607,,level_0
U12608,realid_validated,level_1
U12609,,level_1
U12610,,level_0
U12611,,level_0
U12612,,level_0
U12613,,level_0
U12614,,level_1
U12615,,level_0
U12616,,level_0
U12617,,level_0
U12618,,level_0
U12619,,level_0
U12620,,level_0
U12621,,level_0
U12622,,level_3
U12623,,level_0
U12624,md_validated,level_4
U12625,realid_validated,level_0
U12626,,level_0
U12627,,level_1
U12628,,level_0
U12629,,level_0
U12630,,level_0
U12631,,level_0
U12632,,level_0
U12633,md_validated,level_1
U12634,,level_0
U12635,,level_0
U12636,,level_0
U12637,md1_validated,unk
U12638,,level_0
U12639,,level_0
U12640,,level_0
U12641,,level_0
U12642,,level_0
U12643,,level_0
U12644,,level_0
U12645,,level_0
U12646,,level_1
U12647,,level_0
U12648,,level_0
U12649,realid_validated,level_0
U12650,,level_0
U12651,,level_0
U12652,,level_0
U12653,,level_0
U12654,,level_0
U12655,,level_0
U12656,,level_2
U12657,,level_0
U12658,,level_0
U12659,,level_0
U12660,,level_0
U12661,md1_validated,level_3
U12662,,level_0
U12663,,level_0
U12664,,level_0
U12665,,level_0
U12666,,level_0
U12667,,level_0
U12668,,level_0
U12669,,level_0
U12670,md1_validated,level_0
U12671,md_validated,level_1
U12672,md1_validated,level_1
U12673,,level_0
U12674,md1_validated,level_1
U12675,md_validated,level_1
U12676,md_validated,level_1
U12677,,level_0
U12678,,level_0
U12679,,level_0
U12680,,level_0
U12681,,level_0
U12682,md1_validated,level_0
U12683,md_validated,level_2
U12684,,level_0
U12685,,level_0
U12686,,level_0
U12687,,level_0
U12688,,level_1
U12689,,level_0
U12690,,level_1
U12691,,level_0
U12692,md_validated,level_1
U12693,,level_0
U12694,,level_0
U12695,,level_0
U12696,,level_3
U12697,,level_0
U12698,,level_0
U12699,,level_0
U12700,,level_0
U12701,,level_0
U12702,md_validated,level_3
U12703,md_validated,level_1
U12704,md_validated,level_2
U12705,md_validated,level_1
U12706,md_validated,level_1
U12707,md_validated,level_1
U12708,md_validated,level_1
U12709,md_validated,unk
U12710,,level_0
U12711,,level_0
U12712,,level_0
U12713,,level_0
U12714,,level_0
U12715,,level_0
U12716,,level_0
U12717,,level_0
U12718,,level_0
U12719,realid_validated,level_0
U12720,,level_3
U12721,,level_0
U12722,,level_0
U12723,,level_0
U12724,,level_0
U12725,,level_0
U12726,,level_0
U12727,,level_0
U12728,,level_0
U12729,,level_1
U12730,,level_0
U12731,,level_0
U12732,,level_0
U12733,,level_0
U12734,,level_0
U12735,,level_0
U12736,,level_0
U12737,,level_0
U12738,,level_0
U12739,,level_0
U12740,,level_0
U12741,,level_0
U12742,,unk
U12743,,level_0
U12744,md_validated,level_1
U12745,,level_0
U12746,,level_0
U12747,,level_0
U12748,,level_0
U12749,,level_0
U12750,,level_0
U12751,,level_0
U12752,,level_0
U12753,realid_validated,level_0
U12754,,level_0
U12755,,level_0
U12756,,level_0
U12757,,level_0
U12758,,level_0
U12759,,level_0
U12760,,level_0
U12761,,level_0
U12762,md2_validated,level_3
U12763,,level_2
U12764,,level_0
U12765,,level_0
U12766,,level_0
U12767,,level_0
U12768,,level_0
U12769,md_validated,level_0
U12770,realid_validated,level_2
U12771,,level_0
U12772,,level_0
U12773,,level_0
U12774,,level_0
U12775,,level_1
U12776,,level_2
U12777,,level_0
U12778,md_validated,level_1
U12779,md_validated,level_1
U12780,,level_0
U12781,,level_0
U12782,,level_0
U12783,,level_0
U12784,realid_validated,level_0
U12785,md_validated,level_1
U12786,md1_validated,level_1
U12787,,level_0
U12788,,level_0
U12789,,level_0
U12790,md_validated,level_0
U12791,,level_0
U12792,,level_0
U12793,,level_0
U12794,md_validated,level_1
U12795,,level_0
U12796,,level_1
U12797,,level_1
U12798,,level_0
U12799,,level_0
U12800,,level_1
U12801,,level_0
U12802,,level_0
U12803,,level_0
U12804,,level_0
U12805,,level_0
U12806,,level_0
U12807,md2_validated,level_1
U12808,,level_0
U12809,,level_0
U12810,,level_0
U12811,md_validated,level_1
U12812,,level_0
U12813,,level_0
U12814,,level_0
U12815,,level_1
U12816,md_validated,level_1
U12817,,level_0
U12818,,level_0
U12819,,level_0
U12820,md_validated,level_1
U12821,,level_0
U12822,,level_0
U12823,md_validated,level_2
U12824,,level_0
U12825,,level_1
U12826,,level_0
U12827,,level_0
U12828,md_validated,level_3
U12829,realid_validated,level_0
U12830,,level_1
U12831,,level_0
U12832,,level_0
U12833,md_validated,level_1
U12834,,level_0
U12835,,level_1
U12836,,level_0
U12837,,level_0
U12838,,level_0
U12839,,level_0
U12840,,level_0
U12841,realid_validated,level_1
U12842,,level_0
U12843,,level_0
U12844,,level_0
U12845,,level_0
U12846,,level_0
U12847,realid_validated,level_3
U12848,,level_0
U12849,,level_0
U12850,,level_0
U12851,,level_0
U12852,,level_0
U12853,realid_validated,level_0
U12854,md1_validated,level_1
U12855,,level_2
U12856,md_validated,level_2
U12857,,level_0
U12858,,level_0
U12859,,level_0
U12860,,level_1
U12861,,level_0
U12862,,level_0
U12863,md_validated,level_1
U12864,,level_0
U12865,,level_0
U12866,,level_0
U12867,,level_0
U12868,md1_validated,level_3
U12869,,level_0
U12870,md_validated,level_3
U12871,,level_0
U12872,,level_0
U12873,,level_0
U12874,,level_0
U12875,,level_0
U12876,,level_1
U12877,md_validated,level_1
U12878,,level_0
U12879,,level_1
U12880,,level_0
U12881,,level_0
U12882,,level_0
U12883,,level_0
U12884,,level_0
U12885,,level_0
U12886,,level_1
U12887,,level_0
U12888,,level_0
U12889,,level_0
U12890,,level_3
U12891,,level_0
U12892,realid_validated,level_0
U12893,,level_1
U12894,,level_0
U12895,,level_0
U12896,,level_0
U12897,,level_0
U12898,,level_1
U12899,,level_0
U12900,,level_0
U12901,,level_0
U12902,,level_0
U12903,,level_1
U12904,md_validated,level_1
U12905,,level_0
U12906,,level_0
U12907,,level_0
U12908,,level_3
U12909,md2_validated,level_0
U12910,,level_0
U12911,md_validated,level_3
U12912,,level_0
U12913,,level_0
U12914,,level_0
U12915,,level_0
U12916,,level_3
U12917,md_validated,level_4
U12918,,level_0
U12919,,level_0
U12920,realid_validated,level_1
U12921,,level_1
U12922,,level_0
U12923,,level_0
U12924,,level_0
U12925,,level_0
U12926,,level_2
U12927,,level_0
U12928,md1_validated,level_1
U12929,,level_0
U12930,,level_0
U12931,,level_0
U12932,md_validated,level_1
U12933,md_validated,level_1
U12934,,level_0
U12935,,level_1
U12936,,level_0
U12937,,level_0
U12938,,level_0
U12939,,level_0
U12940,,level_0
U12941,md1_validated,level_0
U12942,md1_validated,level_0
U12943,md_validated,level_1
U12944,,level_0
U12945,,level_0
U12946,md_validated,level_1
U12947,,level_0
U12948,,level_1
U12949,md1_validated,level_3
U12950,md_validated,level_1
U12951,,level_1
U12952,,level_1
U12953,md_validated,level_1
U12954,,level_1
U12955,,level_0
U12956,,level_1
U12957,md1_validated,level_1
U12958,,level_0
U12959,,level_0
U12960,,level_0
U12961,,level_0
U12962,,level_0
U12963,,level_1
U12964,,level_0
U12965,,level_0
U12966,md_validated,level_1
U12967,,level_0
U12968,,level_1
U12969,,level_1
U12970,,level_0
U12971,md_validated,level_1
U12972,,level_0
U12973,,level_0
U12974,md2_validated,level_0
U12975,md2_validated,level_1
U12976,,level_0
U12977,,level_0
U12978,,level_0
U12979,realid_validated,level_0
U12980,,level_0
U12981,,level_0
U12982,,level_0
U12983,,level_0
U12984,md_validated,level_1
U12985,md_validated,level_1
U12986,,level_0
U12987,,level_0
U12988,,level_0
U12989,,level_1
U12990,,level_0
U12991,,level_0
U12992,,level_0
U12993,,level_0
U12994,,level_1
U12995,,level_1
U12996,,level_0
U12997,md1_validated,level_1
U12998,md1_validated,level_3
U12999,md_validated,level_1
U13000,md1_validated,level_1
U13001,,level_0
U13002,,level_3
U13003,md2_validated,level_0
U13004,,level_0
U13005,,level_0
U13006,,level_0
U13007,md2_validated,level_2
U13008,md_validated,level_1
U13009,,level_0
U13010,md1_validated,level_3
U13011,,level_0
U13012,md_validated,level_1
U13013,md1_validated,level_3
U13014,md_validated,level_1
U13015,md_validated,level_1
U13016,,level_0
U13017,,level_1
U13018,,level_0
U13019,,level_0
U13020,,level_0
U13021,,level_0
U13022,,level_0
U13023,,level_0
U13024,,level_0
U13025,,level_0
U13026,md_validated,level_1
U13027,md_validated,level_1
U13028,,level_3
U13029,,level_0
U13030,,level_0
U13031,,level_0
U13032,realid_validated,level_0
U13033,md2_validated,level_0
U13034,,level_1
U13035,,level_0
U13036,,level_3
U13037,md2_validated,level_3
U13038,,level_0
U13039,,level_0
U13040,,level_1
U13041,,level_0
U13042,,level_0
U13043,,level_0
U13044,realid_validated,level_3
U13045,,level_0
U13046,,level_0
U13047,,level_0
U13048,,level_0
U13049,md_validated,level_1
U13050,,level_0
U13051,,level_0
U13052,,level_0
U13053,,level_0
U13054,,level_0
U13055,,level_2
U13056,,level_0
U13057,,level_0
U13058,,level_0
U13059,,level_0
U13060,,level_0
U13061,,level_0
U13062,,level_1
U13063,,level_0
U13064,,level_0
U13065,,level_0
U13066,,level_0
U13067,,level_0
U13068,,level_0
U13069,,level_0
U13070,,level_0
U13071,,level_0
U13072,,level_0
U13073,,level_0
U13074,,level_0
U13075,realid_validated,level_0
U13076,,level_0
U13077,,level_1
U13078,md1_validated,level_1
U13079,md2_validated,level_4
U13080,,level_0
U13081,,level_0
U13082,,level_1
U13083,,level_1
U13084,,level_0
U13085,,level_0
U13086,,level_1
U13087,,level_0
U13088,realid_validated,level_0
U13089,,level_0
U13090,,level_0
U13091,,level_0
U13092,md_validated,level_1
U13093,md2_validated,level_1
U13094,,level_0
U13095,realid_validated,level_0
U13096,md_validated,level_1
U13097,,level_1
U13098,,level_0
U13099,,level_0
U13100,,level_0
U13101,,level_0
U13102,,level_0
U13103,,level_0
U13104,,level_0
U13105,realid_validated,level_0
U13106,,level_0
U13107,,level_0
U13108,,level_0
U13109,realid_validated,level_0
U13110,,level_0
U13111,,level_0
U13112,,level_0
U13113,,level_0
U13114,,level_0
U13115,,level_0
U13116,,level_0
U13117,,level_0
U13118,,level_0
U13119,,level_0
U13120,md1_validated,level_1
U13121,,level_0
U13122,,level_0
U13123,,level_3
U13124,,level_0
U13125,,level_0
U13126,realid_validated,level_0
U13127,,level_3
U13128,,level_0
U13129,md_validated,level_1
U13130,,level_1
U13131,,level_3
U13132,,level_0
U13133,md1_validated,level_3
U13134,md_validated,level_3
U13135,,level_0
U13136,,level_0
U13137,,level_0
U13138,,level_0
U13139,,level_1
U13140,,level_0
U13141,,level_0
U13142,,level_0
U13143,,level_0
U13144,realid_validated,level_0
U13145,,level_0
U13146,,level_0
U13147,,level_0
U13148,,level_0
U13149,md_validated,level_1
U13150,md2_validated,level_0
U13151,,level_0
U13152,md1_validated,level_1
U13153,,level_0
U13154,,level_0
U13155,,level_0
U13156,,level_0
U13157,,level_0
U13158,,level_0
U13159,,level_0
U13160,md_validated,level_1
U13161,,level_0
U13162,md_validated,level_1
U13163,md_validated,level_1
U13164,realid_validated,level_0
U13165,md_validated,level_1
U13166,,level_2
U13167,,level_0
U13168,md_validated,level_1
U13169,md1_validated,level_1
U13170,,level_0
U13171,,level_0
U13172,,level_0
U13173,,level_3
U13174,md_validated,level_3
U13175,,level_0
U13176,realid_validated,level_1
U13177,,level_0
U13178,md1_validated,level_2
U13179,,level_0
U13180,,level_0
U13181,,level_1
U13182,,level_0
U13183,,level_0
U13184,,level_0
U13185,realid_validated,level_0
U13186,,level_0
U13187,,level_0
U13188,,level_1
U13189,,level_0
U13190,,level_0
U13191,,level_0
U13192,,level_0
U13193,,level_0
U13194,,level_0
U13195,,level_0
U13196,,level_4
U13197,,level_0
U13198,,level_1
U13199,,level_0
U13200,,level_0
U13201,md_validated,level_1
U13202,,level_0
U13203,,level_0
U13204,md_validated,level_1
U13205,,level_0
U13206,,level_0
U13207,,level_3
U13208,,level_0
U13209,md_validated,level_1
U13210,,level_0
U13211,,level_0
U13212,,level_0
U13213,realid_validated,level_0
U13214,,level_1
U13215,md1_validated,level_1
U13216,,level_0
U13217,md_validated,level_1
U13218,,level_0
U13219,,level_0
U13220,,level_0
U13221,,level_0
U13222,md_validated,level_1
U13223,,level_0
U13224,,level_0
U13225,,level_0
U13226,,level_0
U13227,realid_validated,level_1
U13228,,level_0
U13229,,level_0
U13230,,level_0
U13231,,level_1
U13232,md_validated,level_1
U13233,,level_0
U13234,,level_0
U13235,realid_validated,level_0
U13236,md1_validated,level_0
U13237,,level_0
U13238,,level_0
U13239,,level_0
U13240,,level_0
U13241,,level_0
U13242,,level_0
U13243,,level_2
U13244,,level_0
U13245,,level_3
U13246,md_validated,level_1
U13247,md_validated,level_1
U13248,,level_0
U13249,md_validated,level_1
U13250,realid_validated,level_3
U13251,,level_3
U13252,md_validated,level_3
U13253,,level_1
U13254,,level_0
U13255,,level_0
U13256,md_validated,level_1
U13257,,level_0
U13258,md_validated,level_0
U13259,,level_0
U13260,,level_1
U13261,md1_validated,level_1
U13262,,level_0
U13263,,level_0
U13264,,level_0
U13265,,level_0
U13266,,level_0
U13267,,level_0
U13268,,level_0
U13269,,level_0
U13270,,level_0
U13271,,level_0
U13272,,level_0
U13273,,level_0
U13274,md2_validated,level_1
U13275,,level_0
U13276,,level_0
U13277,,level_0
U13278,,level_0
U13279,realid_validated,level_1
U13280,,level_0
U13281,,level_0
U13282,,level_0
U13283,,level_0
U13284,,level_0
U13285,,level_0
U13286,,level_0
U13287,,level_0
U13288,,level_0
U13289,md_validated,level_1
U13290,md1_validated,level_2
U13291,md_validated,level_1
U13292,md_validated,level_1
U13293,md_validated,level_1
U13294,md_validated,level_3
U13295,md_validated,level_3
U13296,,level_1
U13297,md_validated,level_1
U13298,,level_1
U13299,realid_validated,level_0
U13300,,level_0
U13301,,level_0
U13302,,level_0
U13303,realid_validated,level_0
U13304,,level_0
U13305,realid_validated,level_0
U13306,md_validated,level_2
U13307,,level_0
U13308,md2_validated,level_3
U13309,,level_0
U13310,,level_0
U13311,md_validated,level_1
